#lambda[nm]	BBF_Y	BBF_J	BBF_H	BBF_Ks
#1	          2	  3   	  4	  5
1748	4.56E-002	-2.93E-004	9.31E+001	4.38E-002
1749	4.94E-002	-1.03E-003	9.31E+001	3.46E-002
1750	5.26E-002	-2.77E-004	9.30E+001	4.28E-002
1751	5.40E-002	5.14E-004	9.29E+001	4.19E-002
1752	5.66E-002	2.69E-003	9.26E+001	4.40E-002
1753	5.78E-002	8.51E-005	9.23E+001	5.68E-002
1754	6.13E-002	-1.01E-003	9.19E+001	5.05E-002
1755	6.15E-002	-8.48E-004	9.13E+001	4.47E-002
1756	6.46E-002	-1.59E-005	9.05E+001	3.34E-002
1757	6.69E-002	6.78E-004	8.96E+001	3.21E-002
1758	6.81E-002	-1.54E-003	8.85E+001	3.90E-002
1759	6.49E-002	1.27E-003	8.72E+001	2.81E-002
1760	6.56E-002	-9.27E-005	8.57E+001	4.32E-002
1761	6.32E-002	9.86E-004	8.40E+001	5.45E-002
1762	6.43E-002	-9.79E-005	8.20E+001	5.79E-002
1763	6.28E-002	1.00E-003	7.99E+001	5.52E-002
1764	6.13E-002	-7.56E-004	7.74E+001	3.20E-002
1765	5.94E-002	2.13E-003	7.48E+001	3.27E-002
1766	6.05E-002	-1.48E-003	7.19E+001	5.24E-002
1767	5.79E-002	1.71E-004	6.89E+001	5.25E-002
1768	5.97E-002	1.89E-003	6.57E+001	5.91E-002
1769	5.74E-002	-8.84E-004	6.24E+001	5.77E-002
1770	5.95E-002	-4.10E-004	5.89E+001	4.47E-002
1771	5.40E-002	4.30E-004	5.55E+001	3.26E-002
1772	5.44E-002	5.79E-004	5.19E+001	3.12E-002
1773	5.34E-002	-9.63E-004	4.84E+001	4.02E-002
1774	5.35E-002	-1.45E-003	4.48E+001	5.73E-002
1775	5.44E-002	9.73E-004	4.14E+001	4.44E-002
1776	5.53E-002	1.96E-004	3.80E+001	3.02E-002
1777	5.87E-002	-2.66E-005	3.48E+001	3.05E-002
1778	6.23E-002	-6.22E-004	3.17E+001	2.24E-002
1779	6.38E-002	-4.90E-004	2.88E+001	4.10E-002
1780	6.80E-002	8.49E-004	2.61E+001	2.80E-002
1781	6.46E-002	-1.83E-004	2.35E+001	3.54E-002
1782	7.25E-002	1.63E-004	2.10E+001	3.46E-002
1783	7.74E-002	1.51E-003	1.88E+001	3.11E-002
1784	8.21E-002	1.58E-003	1.68E+001	3.88E-002
1785	8.17E-002	-2.78E-004	1.50E+001	5.41E-002
1786	8.81E-002	1.06E-003	1.33E+001	6.29E-002
1787	8.89E-002	-1.16E-003	1.18E+001	6.04E-002
1788	9.40E-002	2.11E-003	1.05E+001	6.21E-002
1789	9.24E-002	5.85E-004	9.35E+000	6.65E-002
1790	9.79E-002	-8.32E-004	8.26E+000	7.23E-002
1791	9.44E-002	1.82E-003	7.34E+000	3.19E-002
1792	9.75E-002	1.15E-003	6.52E+000	3.79E-002
1793	9.20E-002	2.20E-003	5.79E+000	3.17E-002
1794	9.65E-002	2.37E-003	5.16E+000	3.36E-002
1795	9.24E-002	1.46E-003	4.62E+000	5.26E-002
1796	9.20E-002	7.69E-004	4.14E+000	4.44E-002
1797	8.63E-002	3.71E-003	3.72E+000	4.74E-002
1798	8.95E-002	2.37E-003	3.36E+000	1.45E-002
1799	7.72E-002	2.11E-003	3.05E+000	-1.01E-002
1800	7.76E-002	3.02E-003	2.78E+000	2.71E-002
1801	7.11E-002	2.00E-003	1.84E+000	9.15E-002
1802	6.95E-002	3.72E-003	1.72E+000	1.32E-001
1803	5.95E-002	3.05E-003	1.62E+000	1.19E-001
1804	5.55E-002	4.43E-003	1.54E+000	8.07E-002
1805	4.95E-002	3.87E-003	1.46E+000	4.52E-002
1806	4.63E-002	3.92E-003	1.40E+000	7.12E-002
1807	4.04E-002	3.13E-003	1.33E+000	1.19E-001
1808	3.48E-002	2.71E-003	1.29E+000	7.62E-002
1809	2.94E-002	-4.37E-004	1.24E+000	1.39E-002
1810	2.84E-002	8.53E-004	1.19E+000	-3.00E-003
1811	2.29E-002	2.33E-003	1.17E+000	3.44E-002
1812	2.02E-002	3.41E-003	1.13E+000	7.29E-002
1813	1.67E-002	2.62E-003	1.11E+000	6.51E-002
1814	1.49E-002	5.38E-004	1.09E+000	9.38E-003
1815	1.12E-002	-2.77E-005	1.08E+000	1.48E-002
1816	1.19E-002	5.64E-004	1.06E+000	1.07E-001
1817	9.33E-003	2.04E-003	1.06E+000	1.33E-001
1818	8.68E-003	9.66E-004	1.04E+000	5.88E-002
1819	7.07E-003	-1.10E-003	1.04E+000	-4.51E-002
1820	4.79E-003	2.45E-003	1.04E+000	-6.34E-002
1821	6.28E-003	1.64E-003	1.04E+000	5.67E-002
1822	5.52E-003	-3.94E-004	1.03E+000	1.88E-001
1823	2.69E-003	-2.69E-003	1.04E+000	2.25E-001
1824	3.06E-003	-1.19E-003	1.03E+000	1.05E-001
1825	3.15E-003	-4.56E-004	1.02E+000	-3.87E-002
1826	3.33E-003	1.55E-003	1.01E+000	-3.94E-002
1827	4.02E-003	-8.70E-004	1.00E+000	5.26E-002
1828	2.71E-003	-8.41E-004	9.86E-001	1.04E-002
1829	1.51E-003	-3.42E-004	9.63E-001	2.32E-003
1830	3.95E-003	6.93E-004	9.33E-001	6.34E-002
1831	9.08E-004	2.61E-003	8.86E-001	1.31E-001
1832	1.33E-003	-8.22E-004	8.48E-001	1.65E-001
1833	-4.38E-004	2.20E-005	7.96E-001	9.85E-002
1834	1.51E-003	1.32E-003	7.41E-001	-1.97E-002
1835	2.33E-004	1.47E-003	6.94E-001	-7.51E-002
1836	3.28E-004	7.19E-004	6.56E-001	-3.39E-002
1837	1.33E-003	1.13E-003	5.92E-001	1.09E-001
1838	5.76E-004	1.22E-003	5.42E-001	1.28E-001
1839	-5.59E-004	-2.17E-003	4.90E-001	2.90E-002
1840	3.14E-003	-2.08E-003	4.55E-001	-3.87E-002
1841	9.04E-004	2.42E-004	4.14E-001	-7.51E-003
1842	1.10E-003	-5.06E-004	3.71E-001	1.34E-001
1843	-5.51E-004	-1.22E-003	3.39E-001	2.36E-001
1844	-1.31E-003	-1.38E-004	3.02E-001	1.75E-001
1845	1.96E-003	4.77E-004	2.73E-001	-2.73E-003
1846	-3.00E-005	5.97E-004	2.41E-001	-9.60E-002
1847	-2.28E-004	1.48E-003	2.16E-001	-1.13E-001
1848	5.62E-004	1.63E-004	2.05E-001	6.96E-002
1849	4.57E-004	-1.49E-003	1.81E-001	2.40E-001
1850	1.80E-005	-1.49E-003	1.65E-001	2.12E-001
1851	2.52E-003	7.90E-004	1.54E-001	7.03E-002
1852	1.13E-003	7.41E-004	1.41E-001	-3.34E-002
1853	1.10E-003	1.31E-003	1.25E-001	-8.24E-003
1854	6.33E-004	3.37E-004	1.28E-001	1.06E-001
1855	-2.80E-004	6.56E-005	1.14E-001	8.24E-002
1856	6.36E-004	-1.57E-004	1.02E-001	2.89E-002
1857	8.63E-004	9.81E-005	1.05E-001	4.40E-002
1858	1.71E-003	2.08E-003	9.28E-002	1.04E-002
1859	1.14E-004	1.65E-003	8.36E-002	-1.15E-002
1860	1.62E-003	9.54E-004	8.58E-002	9.25E-002
1861	2.65E-003	-2.59E-004	6.77E-002	2.37E-001
1862	4.21E-003	3.06E-005	7.24E-002	1.96E-001
1863	-7.15E-004	2.93E-004	6.49E-002	7.33E-002
1864	1.46E-003	6.52E-004	6.03E-002	7.42E-002
1865	4.92E-003	-9.32E-004	7.14E-002	1.01E-001
1866	3.14E-003	-5.30E-004	5.98E-002	-8.22E-003
1867	3.61E-003	-1.12E-004	6.08E-002	-8.92E-002
1868	2.46E-003	-2.66E-004	5.51E-002	-7.57E-002
1869	1.78E-003	1.79E-003	5.51E-002	-6.14E-002
1870	1.51E-003	2.13E-003	5.61E-002	-7.63E-002
1871	2.14E-003	1.42E-003	5.03E-002	-6.41E-002
1872	3.83E-003	1.63E-003	5.40E-002	6.45E-002
1873	3.45E-003	1.14E-003	4.49E-002	1.01E-001
1874	1.80E-003	-3.92E-004	5.11E-002	1.59E-001
1875	1.04E-003	-7.71E-004	5.31E-002	1.27E-001
1876	2.67E-003	1.60E-003	5.52E-002	1.12E-001
1877	4.09E-003	2.26E-003	5.58E-002	1.38E-001
1878	-2.85E-004	6.81E-004	4.59E-002	1.95E-001
1879	6.92E-004	1.48E-003	6.04E-002	1.60E-001
1880	3.67E-003	3.95E-003	5.89E-002	3.08E-002
1881	2.44E-003	3.38E-003	5.86E-002	-8.41E-003
1882	-3.62E-004	2.73E-003	5.39E-002	-3.48E-002
1883	9.55E-004	-4.39E-004	6.51E-002	-2.13E-002
1884	2.20E-003	-9.11E-004	6.11E-002	8.23E-002
1885	1.49E-003	1.87E-003	7.16E-002	1.45E-001
1886	1.20E-004	8.83E-004	6.73E-002	1.51E-001
1887	7.50E-005	1.85E-003	7.27E-002	1.05E-001
1888	6.22E-004	2.08E-003	7.61E-002	6.12E-003
1889	1.01E-003	-3.22E-003	8.40E-002	-2.48E-002
1890	1.74E-003	-6.11E-004	9.16E-002	3.48E-002
1891	1.10E-003	4.41E-003	9.84E-002	1.26E-001
1892	-1.50E-004	1.52E-004	9.99E-002	1.68E-001
1893	-4.00E-004	-2.54E-003	1.15E-001	1.95E-001
1894	9.19E-004	1.38E-003	1.26E-001	1.95E-001
1895	-1.77E-003	1.37E-003	1.31E-001	1.41E-001
1896	-8.84E-004	4.19E-003	1.38E-001	2.26E-002
1897	8.30E-004	2.83E-003	1.45E-001	-6.24E-002
1898	3.08E-003	5.99E-003	1.53E-001	-9.92E-002
1899	-7.45E-004	-2.44E-003	1.59E-001	-2.89E-002
1900	-9.32E-004	-4.17E-003	1.62E-001	1.38E-001
1901	-1.44E-004	2.47E-003	1.54E-001	1.64E-001
1902	4.20E-004	1.99E-003	1.46E-001	5.63E-002
1903	7.75E-004	6.19E-004	1.38E-001	-2.32E-002
1904	-9.79E-004	-2.83E-004	1.24E-001	-7.40E-002
1905	-2.70E-005	-1.52E-003	1.10E-001	-8.62E-003
1906	-5.78E-004	-4.57E-004	1.08E-001	1.44E-001
1907	4.53E-004	1.06E-003	8.78E-002	2.34E-001
1908	1.41E-003	1.79E-003	8.07E-002	2.35E-001
1909	1.03E-004	-1.11E-005	6.48E-002	9.92E-002
1910	1.91E-004	1.20E-003	6.11E-002	-1.64E-002
1911	2.26E-003	4.02E-003	5.87E-002	-4.41E-002
1912	-6.99E-004	2.22E-004	4.44E-002	-2.20E-002
1913	-4.25E-004	1.63E-004	3.67E-002	5.06E-002
1914	-8.20E-004	1.17E-003	3.86E-002	1.59E-001
1915	-7.65E-004	-7.49E-004	3.39E-002	1.84E-001
1916	-2.33E-004	8.34E-004	2.86E-002	1.72E-001
1917	-1.70E-003	2.11E-003	2.63E-002	5.64E-002
1918	-1.48E-003	1.08E-003	2.75E-002	-2.56E-002
1919	7.44E-004	-2.49E-003	2.13E-002	-1.02E-001
1920	1.07E-003	-6.82E-004	2.16E-002	1.81E-003
1921	7.08E-004	3.41E-004	1.96E-002	1.46E-001
1922	9.10E-005	2.79E-003	1.24E-002	1.72E-001
1923	-8.24E-004	1.11E-003	1.37E-002	4.58E-002
1924	3.48E-004	1.80E-004	1.50E-002	-2.57E-002
1925	4.53E-004	3.64E-004	1.57E-002	-2.79E-002
1926	4.89E-004	1.02E-003	1.39E-002	-7.35E-002
1927	-2.84E-004	1.92E-003	9.43E-003	-3.08E-002
1928	1.20E-003	-3.34E-004	8.56E-003	3.76E-002
1929	2.80E-005	-1.08E-003	5.96E-003	8.67E-002
1930	-1.22E-003	-2.67E-004	1.26E-002	7.82E-002
1931	1.03E-003	-1.88E-004	1.46E-002	8.82E-002
1932	1.19E-003	-9.24E-005	7.60E-003	8.52E-002
1933	-6.51E-004	-1.68E-003	5.87E-003	9.05E-002
1934	2.14E-004	-5.89E-004	8.08E-003	7.64E-002
1935	1.45E-003	6.43E-004	5.29E-003	6.65E-002
1936	1.45E-004	1.86E-003	1.13E-002	6.79E-002
1937	7.51E-004	8.30E-004	9.23E-003	5.85E-002
1938	1.14E-003	-7.79E-004	7.60E-003	7.31E-002
1939	-7.94E-004	-1.61E-003	8.65E-004	7.53E-002
1940	-1.77E-003	-1.81E-003	4.81E-003	7.86E-002
1941	-4.20E-004	-2.29E-003	9.04E-003	9.70E-002
1942	5.50E-005	1.86E-004	6.73E-003	8.06E-002
1943	-5.70E-005	2.01E-003	2.69E-003	9.82E-002
1944	6.14E-004	1.76E-003	1.54E-003	9.75E-002
1945	-1.06E-003	-2.24E-003	2.60E-003	9.35E-002
1946	-4.94E-004	-7.36E-004	3.85E-003	9.33E-002
1947	8.71E-004	6.01E-004	7.79E-003	9.29E-002
1948	4.18E-004	9.80E-004	4.71E-003	8.66E-002
1949	8.80E-004	-3.78E-004	7.12E-003	1.11E-001
1950	3.02E-004	5.50E-004	4.42E-003	8.08E-002
1951	-9.49E-004	2.76E-003	7.69E-004	8.73E-002
1952	-1.82E-004	1.24E-003	6.06E-003	1.16E-001
1953	1.79E-004	-1.08E-003	9.71E-003	1.25E-001
1954	-3.43E-004	-9.29E-004	6.64E-003	1.26E-001
1955	-5.28E-004	1.49E-003	4.04E-003	1.27E-001
1956	1.58E-003	1.23E-003	4.52E-003	1.31E-001
1957	9.14E-004	-1.97E-003	8.75E-003	1.29E-001
1958	-9.08E-004	-1.27E-003	8.95E-003	1.22E-001
1959	2.49E-004	-2.61E-003	4.04E-003	1.59E-001
1960	9.19E-004	3.58E-003	4.52E-003	1.62E-001
1961	8.80E-005	2.04E-003	3.27E-003	1.37E-001
1962	1.16E-003	-2.05E-004	3.85E-004	1.52E-001
1963	1.84E-003	2.44E-004	1.92E-004	1.64E-001
1964	6.06E-004	1.64E-003	6.16E-003	1.70E-001
1965	-6.49E-004	-1.09E-003	9.24E-003	1.69E-001
1966	1.07E-003	1.89E-004	7.70E-003	1.97E-001
1967	1.64E-003	-2.30E-005	3.75E-003	2.13E-001
1968	6.43E-004	3.38E-003	4.52E-003	2.06E-001
1969	8.00E-005	3.35E-003	7.80E-003	2.31E-001
1970	7.60E-005	3.82E-004	9.14E-003	2.20E-001
1971	1.48E-003	-9.17E-004	1.09E-002	2.24E-001
1972	7.02E-004	2.09E-003	8.47E-003	2.52E-001
1973	9.36E-004	-2.51E-003	2.31E-003	2.50E-001
1974	2.35E-003	1.25E-003	4.81E-004	2.79E-001
1975	1.68E-003	1.77E-003	2.12E-003	3.15E-001
1976	1.18E-003	2.28E-003	7.22E-003	2.94E-001
1977	7.12E-004	3.16E-003	7.03E-003	3.24E-001
1978	4.80E-005	2.41E-003	9.34E-003	3.81E-001
1979	1.03E-003	4.32E-003	4.91E-003	3.64E-001
1980	1.71E-003	3.03E-003	7.23E-003	3.92E-001
1981	2.12E-003	-9.12E-005	3.95E-003	4.23E-001
1982	6.85E-004	2.07E-003	5.20E-003	4.35E-001
1983	-8.30E-004	1.87E-003	8.00E-003	4.75E-001
1984	-6.00E-005	3.10E-003	1.64E-003	5.12E-001
1985	9.96E-004	2.06E-003	3.76E-003	5.42E-001
1986	2.90E-005	7.26E-004	7.32E-003	5.80E-001
1987	-8.29E-004	4.83E-003	7.52E-003	6.40E-001
1988	5.24E-004	4.22E-003	5.59E-003	6.86E-001
1989	7.27E-004	4.41E-003	4.53E-003	7.28E-001
1990	6.65E-004	3.25E-003	8.68E-004	7.78E-001
1991	-5.80E-004	3.72E-003	2.03E-003	8.34E-001
1992	-1.56E-003	4.39E-003	2.41E-003	8.88E-001
1993	-4.82E-004	2.82E-003	6.75E-004	9.49E-001
1994	7.60E-005	2.95E-003	6.75E-004	1.03E+000
1995	4.07E-004	2.41E-003	3.09E-003	1.11E+000
1996	-1.41E-003	5.24E-003	6.56E-003	1.19E+000
1997	-9.20E-005	4.19E-003	6.75E-004	1.30E+000
1998	2.07E-004	3.86E-004	8.68E-004	1.40E+000
1999	1.21E-003	4.02E-003	1.45E-003	1.55E+000
2000	5.71E-004	3.74E-003	2.32E-003	1.69E+000
2001	-1.57E-004	1.78E-003	5.11E-003	1.87E+000
2002	-1.20E-004	3.03E-003	3.38E-003	2.05E+000
2003	-1.21E-004	4.27E-003	3.38E-003	2.28E+000
2004	-8.89E-004	4.56E-003	7.91E-003	2.54E+000
2005	1.40E-003	3.08E-003	3.86E-004	2.83E+000
2006	2.20E-003	-1.23E-003	1.45E-003	3.15E+000
2007	1.19E-003	2.57E-003	3.38E-003	3.54E+000
2008	2.87E-004	5.42E-003	5.79E-003	3.99E+000
2009	1.20E-005	6.35E-004	4.05E-003	4.49E+000
2010	-4.98E-004	1.36E-003	6.37E-003	5.10E+000
2011	3.87E-004	3.34E-003	5.02E-003	5.81E+000
2012	2.42E-004	1.11E-003	1.45E-003	6.60E+000
2013	-1.67E-003	-1.11E-003	1.64E-003	7.56E+000
2014	2.73E-004	2.77E-003	2.99E-003	8.64E+000
2015	9.99E-004	2.02E-003	5.12E-003	9.95E+000
2016	-9.90E-004	-3.07E-004	5.99E-003	1.14E+001
2017	-2.75E-004	1.55E-003	3.28E-003	1.32E+001
2018	4.35E-004	-2.84E-004	1.06E-003	1.53E+001
2019	-3.90E-005	6.50E-003	8.50E-003	1.76E+001
2020	1.03E-003	9.38E-004	7.44E-003	2.04E+001
2021	-2.45E-004	2.84E-003	8.69E-004	2.36E+001
2022	1.02E-004	1.47E-003	9.66E-004	2.73E+001
2023	6.44E-004	1.31E-003	8.69E-004	3.15E+001
2024	4.49E-004	2.97E-004	5.31E-003	3.63E+001
2025	-1.50E-005	-9.82E-004	4.73E-003	4.16E+001
2026	-8.72E-004	5.65E-003	2.90E-003	4.73E+001
2027	5.43E-004	-1.68E-003	2.22E-003	5.34E+001
2028	1.84E-004	6.15E-004	4.25E-003	5.95E+001
2029	-3.19E-004	-2.20E-003	1.55E-003	6.56E+001
2030	1.20E-003	2.21E-003	4.83E-003	7.15E+001
2031	3.40E-005	7.94E-004	1.35E-003	7.68E+001
2032	-1.23E-003	1.84E-004	5.03E-003	8.12E+001
2033	1.51E-004	1.20E-003	8.70E-004	8.50E+001
2034	3.42E-004	-2.71E-004	1.16E-003	8.78E+001
2035	-6.57E-004	1.37E-003	2.90E-004	8.95E+001
2036	1.35E-003	1.15E-003	4.35E-003	9.07E+001
2037	1.48E-003	1.28E-003	1.55E-003	9.12E+001
2038	-8.00E-004	1.58E-003	2.71E-003	9.10E+001
2039	-1.47E-003	7.54E-004	4.16E-003	9.05E+001
2040	6.43E-004	-1.18E-004	1.55E-003	9.00E+001
2041	1.03E-003	1.34E-003	3.38E-003	8.91E+001
2042	-5.96E-004	6.28E-004	9.38E-003	8.81E+001
2043	-2.72E-004	-1.96E-003	3.00E-003	8.74E+001
2044	3.50E-004	3.18E-003	8.70E-004	8.65E+001
2045	-8.78E-004	-9.60E-004	7.93E-003	8.57E+001
2046	-1.48E-003	6.05E-004	1.26E-003	8.52E+001
2047	-4.23E-004	7.26E-004	1.45E-003	8.47E+001
2048	-2.94E-004	2.66E-003	5.03E-003	8.42E+001
2049	-1.39E-003	2.15E-003	6.58E-003	8.41E+001
2050	1.13E-003	3.15E-003	9.67E-004	8.40E+001
2051	-4.46E-004	-2.28E-004	3.48E-003	8.39E+001
2052	-9.71E-004	2.13E-004	2.13E-003	8.40E+001
2053	-6.32E-004	2.06E-003	2.42E-003	8.42E+001
2054	-8.90E-004	1.29E-003	1.35E-003	8.44E+001
2055	-1.30E-005	5.86E-004	1.20E-002	8.47E+001
2056	1.04E-003	7.59E-004	6.48E-003	8.51E+001
2057	2.30E-003	1.88E-003	9.68E-004	8.56E+001
2058	-1.85E-004	2.64E-004	5.81E-003	8.59E+001
2059	3.85E-004	-2.15E-003	1.31E-002	8.65E+001
2060	-4.16E-004	7.90E-004	7.26E-003	8.69E+001
2061	-1.00E-003	4.04E-003	3.58E-003	8.74E+001
2062	1.43E-003	3.72E-003	3.58E-003	8.79E+001
2063	-4.07E-004	-1.61E-003	3.19E-003	8.84E+001
2064	6.97E-004	3.89E-003	1.11E-002	8.88E+001
2065	-1.15E-004	3.89E-004	3.87E-004	8.92E+001
2066	-3.81E-004	-1.35E-003	3.78E-003	8.97E+001
2067	-1.95E-003	2.01E-003	1.16E-003	9.01E+001
2068	1.54E-003	3.48E-003	4.84E-003	9.05E+001
2069	2.05E-003	-7.49E-004	9.68E-004	9.09E+001
2070	1.55E-003	-1.73E-004	3.97E-003	9.12E+001
2071	-9.25E-004	1.58E-003	5.81E-004	9.15E+001
2072	1.44E-003	4.38E-003	2.42E-003	9.19E+001
2073	-1.06E-003	1.43E-003	6.39E-003	9.22E+001
2074	-5.97E-004	7.40E-004	1.07E-003	9.24E+001
2075	-2.73E-004	4.23E-003	3.20E-003	9.26E+001
2076	2.27E-003	-1.15E-003	5.62E-003	9.29E+001
2077	-2.25E-004	-7.31E-004	7.94E-003	9.31E+001
2078	4.47E-004	6.87E-003	9.50E-003	9.34E+001
2079	8.90E-004	6.12E-003	2.62E-003	9.36E+001
2080	-4.31E-004	4.61E-003	1.36E-003	9.37E+001
2081	3.08E-004	2.37E-003	1.16E-002	9.39E+001
2082	4.12E-004	4.69E-003	6.11E-003	9.42E+001
2083	-3.23E-004	2.98E-003	2.62E-003	9.44E+001
2084	4.14E-004	3.10E-003	2.81E-003	9.46E+001
2085	6.44E-004	3.95E-003	2.62E-003	9.48E+001
2086	-5.68E-004	4.18E-003	4.36E-003	9.50E+001
2087	-1.29E-003	6.81E-003	3.68E-003	9.52E+001
2088	9.45E-004	7.65E-003	1.65E-003	9.54E+001
2089	5.06E-004	7.01E-003	8.73E-004	9.56E+001
2090	-4.24E-004	4.72E-003	4.56E-003	9.57E+001
2091	-4.66E-004	1.17E-002	3.88E-003	9.59E+001
2092	5.12E-004	1.01E-002	4.56E-003	9.61E+001
2093	1.20E-004	7.53E-003	3.40E-003	9.62E+001
2094	1.40E-003	1.45E-002	5.82E-004	9.63E+001
2095	-6.60E-004	1.22E-002	1.16E-003	9.65E+001
2096	-8.38E-004	1.00E-002	7.37E-003	9.67E+001
2097	-1.27E-004	1.03E-002	5.82E-004	9.66E+001
2098	1.91E-004	1.49E-002	1.07E-003	9.68E+001
2099	2.06E-003	1.88E-002	2.04E-003	9.70E+001
2100	-2.66E-004	1.71E-002	1.94E-003	9.70E+001
2101	1.44E-003	1.98E-002	2.04E-003	9.70E+001
2102	1.28E-003	1.97E-002	1.55E-003	9.71E+001
2103	-3.17E-003	1.43E-002	1.94E-004	9.70E+001
2104	9.41E-004	2.20E-002	2.91E-004	9.70E+001
2105	-1.44E-003	2.47E-002	1.84E-003	9.70E+001
2106	9.76E-004	2.13E-002	5.73E-003	9.70E+001
2107	-3.28E-004	1.92E-002	3.49E-003	9.68E+001
2108	-1.56E-003	2.55E-002	4.08E-003	9.69E+001
2109	-9.91E-004	2.53E-002	4.08E-003	9.68E+001
2110	2.03E-003	2.28E-002	3.40E-003	9.67E+001
2111	6.12E-004	2.16E-002	9.70E-005	9.66E+001
2112	-1.78E-003	2.32E-002	1.85E-003	9.66E+001
2113	-3.65E-004	3.02E-002	5.24E-003	9.66E+001
2114	-9.03E-004	2.48E-002	9.71E-004	9.64E+001
2115	3.30E-004	2.48E-002	6.02E-003	9.64E+001
2116	-5.40E-005	1.60E-002	1.26E-003	9.64E+001
2117	1.17E-003	2.16E-002	7.38E-003	9.63E+001
2118	-1.54E-003	2.02E-002	4.08E-003	9.62E+001
2119	-1.12E-003	2.14E-002	7.67E-003	9.61E+001
2120	2.23E-004	2.46E-002	4.08E-003	9.60E+001
2121	-5.37E-004	2.21E-002	5.05E-003	9.59E+001
2122	3.91E-003	1.67E-002	3.98E-003	9.59E+001
2123	-1.53E-003	1.84E-002	5.25E-003	9.59E+001
2124	1.15E-003	2.08E-002	1.75E-003	9.59E+001
2125	1.06E-003	2.09E-002	2.14E-003	9.59E+001
2126	1.14E-004	1.59E-002	4.96E-003	9.60E+001
2127	2.52E-004	1.44E-002	8.26E-003	9.59E+001
2128	-1.11E-003	1.53E-002	2.33E-003	9.59E+001
2129	1.68E-003	1.63E-002	5.25E-003	9.60E+001
2130	-3.27E-003	1.06E-002	8.75E-004	9.60E+001
2131	5.44E-004	1.35E-002	4.18E-003	9.61E+001
2132	1.96E-003	1.92E-002	3.69E-003	9.61E+001
2133	3.39E-003	1.47E-002	6.03E-003	9.62E+001
2134	-8.36E-004	1.38E-002	2.43E-003	9.62E+001
2135	-2.57E-003	1.10E-002	7.58E-003	9.63E+001
2136	-6.50E-004	1.63E-002	2.92E-004	9.63E+001
2137	1.73E-004	1.51E-002	2.92E-004	9.65E+001
2138	-6.50E-004	1.01E-002	6.71E-003	9.65E+001
2139	-1.84E-003	1.28E-002	4.96E-003	9.66E+001
2140	1.51E-003	1.46E-002	5.06E-003	9.66E+001
2141	2.03E-004	1.47E-002	5.83E-003	9.66E+001
2142	-5.30E-005	1.25E-002	1.46E-003	9.67E+001
2143	-9.87E-004	1.18E-002	6.90E-003	9.67E+001
2144	-4.55E-004	1.49E-002	1.10E-002	9.67E+001
2145	2.83E-003	1.26E-002	7.78E-003	9.67E+001
2146	-2.96E-003	3.78E-003	4.47E-003	9.68E+001
2147	3.28E-003	1.08E-002	6.81E-004	9.67E+001
2148	-3.16E-004	1.54E-002	1.05E-002	9.66E+001
2149	-5.98E-004	1.77E-002	1.75E-002	9.66E+001
2150	-2.95E-003	1.20E-002	9.53E-003	9.65E+001
2151	2.69E-003	1.21E-002	1.31E-002	9.65E+001
2152	-3.59E-003	1.27E-002	1.86E-002	9.65E+001
2153	-7.33E-004	1.25E-002	1.66E-002	9.64E+001
2154	-9.00E-005	1.19E-002	1.79E-002	9.62E+001
2155	1.81E-003	8.65E-003	2.12E-002	9.61E+001
2156	-4.05E-003	1.12E-002	1.70E-002	9.61E+001
2157	4.88E-004	1.86E-002	1.27E-002	9.59E+001
2158	-5.30E-005	2.02E-002	7.69E-003	9.58E+001
2159	7.41E-004	1.98E-002	2.14E-003	9.57E+001
2160	7.25E-004	1.94E-002	6.91E-003	9.56E+001
2161	-9.63E-004	1.92E-002	1.21E-002	9.53E+001
2162	-3.61E-003	2.11E-002	8.56E-003	9.52E+001
2163	-9.08E-004	2.03E-002	9.05E-003	9.52E+001
2164	7.90E-005	1.78E-002	8.86E-003	9.49E+001
2165	-1.69E-003	2.04E-002	1.95E-003	9.49E+001
2166	2.80E-004	2.59E-002	3.99E-003	9.48E+001
2167	-6.76E-004	2.56E-002	1.17E-003	9.47E+001
2168	-4.06E-003	2.10E-002	1.75E-003	9.45E+001
2169	-8.49E-004	2.29E-002	4.58E-003	9.43E+001
2170	-1.20E-003	3.22E-002	4.67E-003	9.43E+001
2171	6.62E-004	2.79E-002	1.66E-003	9.42E+001
2172	3.14E-003	3.04E-002	2.63E-003	9.42E+001
2173	-2.09E-003	3.17E-002	2.14E-003	9.41E+001
2174	2.12E-003	3.53E-002	8.76E-004	9.40E+001
2175	-2.39E-003	4.14E-002	1.27E-003	9.40E+001
2176	-2.01E-003	4.60E-002	2.53E-003	9.40E+001
2177	3.12E-003	4.41E-002	3.99E-003	9.40E+001
2178	-7.43E-004	4.75E-002	1.46E-003	9.39E+001
2179	1.35E-004	5.42E-002	3.31E-003	9.40E+001
2180	1.00E-003	5.52E-002	7.79E-004	9.40E+001
2181	1.62E-003	5.19E-002	1.17E-003	9.40E+001
2182	-7.30E-005	5.92E-002	4.68E-003	9.42E+001
2183	-1.30E-003	6.43E-002	1.85E-003	9.42E+001
2184	-1.95E-003	6.63E-002	3.99E-003	9.42E+001
2185	-1.34E-003	7.39E-002	3.90E-004	9.43E+001
2186	9.50E-005	7.65E-002	1.07E-003	9.45E+001
2187	2.39E-003	7.63E-002	1.27E-003	9.45E+001
